doc_id,doc_type,reference,role,nrc_adams_accession,source_url,filename
SRP 3.5.2,SRP,SRP 3.5.2,evidence,ML070460362,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML070460362,SRP 3.5.2 (ML070460362).pdf
SRP 3.7.1,SRP,SRP 3.7.1,evidence,ML14198A460,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML14198A460,SRP 3.7.1 (ML14198A460).pdf
SRP 3.7.2,SRP,SRP 3.7.2,evidence,ML13198A223,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML13198A223,SRP 3.7.2 (ML13198A223).pdf
SRP 3.8.5,SRP,SRP 3.8.5,evidence,ML13198A267,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML13198A267,SRP 3.8.5 (ML13198A267).pdf
SRP 3.9.1,SRP,SRP 3.9.1,evidence,ML16088A068,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML16088A068,SRP 3.9.1 (ML16088A068).pdf
SRP 3.9.2,SRP,SRP 3.9.2,evidence,ML16133A418,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML16133A418,SRP 3.9.2 (ML16133A418).pdf
SRP 3.9.3,SRP,SRP 3.9.3,evidence,ML14043A231,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML14043A231,SRP 3.9.3 (ML14043A231).pdf
SRP 3.9.5,SRP,SRP 3.9.5,evidence,ML16134A059,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML16134A059,SRP 3.9.5 (ML16134A059).pdf
SRP 4.6,SRP,SRP 4.6,evidence,ML070540139,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML070540139,SRP 4.6 (ML070540139).pdf
SRP 5.2.3,SRP,SRP 5.2.3,evidence,ML063190006,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML063190006,SRP 5.2.3 (ML063190006).pdf
SRP 6.4,SRP,SRP 6.4,evidence,ML070550069,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML070550069,SRP 6.4 (ML070550069).pdf
SRP 7.5,SRP,SRP 7.5,evidence,ML16020A088,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML16020A088,SRP 7.5 (ML16020A088).pdf
SRP 8.1,SRP,SRP 8.1,evidence,ML113640121,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML113640121,SRP 8.1 (ML113640121).pdf
SRP 8.2,SRP,SRP 8.2,evidence,ML100740246,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML100740246,SRP 8.2 (ML100740246).pdf
SRP 8.3.1,SRP,SRP 8.3.1,evidence,ML100740289,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML100740289,SRP 8.3.1 (ML100740289).pdf
SRP 9.1.1,SRP,SRP 9.1.1,evidence,ML070570006,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML070570006,SRP 9.1.1 (ML070570006).pdf
SRP 9.1.2,SRP,SRP 9.1.2,evidence,ML070550057,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML070550057,SRP 9.1.2 (ML070550057).pdf
SRP 9.1.3,SRP,SRP 9.1.3,evidence,ML063190013,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML063190013,SRP 9.1.3 (ML063190013).pdf
SRP 9.2.1,SRP,SRP 9.2.1,evidence,ML070550056,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML070550056,SRP 9.2.1 (ML070550056).pdf
SRP 9.2.2,SRP,SRP 9.2.2,evidence,ML070550053,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML070550053,SRP 9.2.2 (ML070550053).pdf
SRP 9.2.6,SRP,SRP 9.2.6,evidence,ML070550046,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML070550046,SRP 9.2.6 (ML070550046).pdf
SRP 9.2.7,SRP,SRP 9.2.7,evidence,ML15103A559,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML15103A559,SRP 9.2.7 (ML15103A559).pdf
SRP 9.3.3,SRP,SRP 9.3.3,evidence,ML070550042,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML070550042,SRP 9.3.3 (ML070550042).pdf
SRP 9.5.2,SRP,SRP 9.5.2,evidence,ML070550037,https://adams.nrc.gov/wba/services/idmws/doccontent/objstore?objectStoreName=MainLibrary&id=ML070550037,SRP 9.5.2 (ML070550037).pdf
